submissionId,userId,userName,projectName,firstLine,month,day,currentWeekOfIso,targetYear,reviewerDecision
cmqqytda50078stjkoi19dklx,import-dawn-lamb,Dawn Lamb,Managed Print Services (MPS),5/16:,5,16,2025-05-20T21:00:00.000Z,2025,
cmqqytd9t0076stjkwfevhrt6,import-dawn-lamb,Dawn Lamb,Managed Print Services (MPS),5/18:,5,18,2025-05-20T21:00:00.000Z,2025,
cmqqytd9i0074stjkpv0nwlx8,import-dawn-lamb,Dawn Lamb,Managed Print Services (MPS),5/29:,5,29,2025-06-03T21:00:00.000Z,2025,
cmqqytdbs007gstjkg3ihbm2t,import-dawn-lamb,Dawn Lamb,Managed Print Services (MPS),5/5:  COR requested update on 373 printers still not reporting .  TLG is supposedly meeting w/Chris Costa to determine how to bill EPA.  Requested update by 5/8/26.,5,5,2025-05-06T21:00:00.000Z,2025,
cmqqytdbe007estjkiowvckyy,import-dawn-lamb,Dawn Lamb,Managed Print Services (MPS),5/8:  COR did not receive update on 373 printers as TLG is still investigating and asked for extension until 5/12/2026.,5,8,2025-05-20T21:00:00.000Z,2025,
cmqqytggl00ofstjkct7k833t,import-kim-farmer,Kim Farmer,Microsoft ELA,01/29:,1,29,2025-02-11T22:00:00.000Z,2025,
cmqqytgd500npstjkn8ilw4uv,import-kim-farmer,Kim Farmer,Microsoft ELA,02/10:,2,10,2025-02-11T22:00:00.000Z,2025,
cmqqytg7w00mvstjk7npenubv,import-kim-farmer,Kim Farmer,Microsoft ELA,1/21: Approved compliance memo received.,1,21,2025-01-28T22:00:00.000Z,2025,
cmqqytg8900mxstjkvwwrei7y,import-kim-farmer,Kim Farmer,Microsoft ELA,"1/28:  The PR is currently with CO, who is reviewing the APP (submitted in Sept. 2025) and Statement of Work (SOW).  The CO is new and asking the COR questions to",1,28,2025-01-28T22:00:00.000Z,2025,
cmqqytg7j00mtstjkme9kibpi,import-kim-farmer,Kim Farmer,Microsoft ELA,"1/5:  Due to EAS routing issues, COR resubmitted (PR-OFA-26-00141) and routed to Contracting Team.  The PR is for a recompete, with an anticipated award by March 2026.",1,5,2025-01-14T22:00:00.000Z,2025,
cmqqytgdk00nrstjko1fb9wul,import-kim-farmer,Kim Farmer,Microsoft ELA,10/07:,10,7,2025-10-07T21:00:00.000Z,2025,
cmqqytgdy00ntstjkc24uu5yt,import-kim-farmer,Kim Farmer,Microsoft ELA,10/07:,10,7,2025-10-07T21:00:00.000Z,2025,
cmqqytgea00nvstjk10gj0c3i,import-kim-farmer,Kim Farmer,Microsoft ELA,11/03:,11,3,2025-11-04T22:00:00.000Z,2025,
cmqqytgek00nxstjkaju7rdqk,import-kim-farmer,Kim Farmer,Microsoft ELA,11/18:,11,18,2025-11-18T22:00:00.000Z,2025,
cmqqytg6o00mpstjks0m6igr3,import-kim-farmer,Kim Farmer,Microsoft ELA,11/3 Meeting with ITAD to map the recompete.,11,3,2025-11-04T22:00:00.000Z,2025,
cmqqytg7400mrstjk7ymgksqt,import-kim-farmer,Kim Farmer,Microsoft ELA,12/15 COR submitted PR (PR-OFA-26-00141) but was delayed to routing issues.,12,15,2025-12-16T22:00:00.000Z,2025,
cmqqytggd00odstjkapznaunx,import-kim-farmer,Kim Farmer,Microsoft ELA,12/29:,12,29,2025-12-30T22:00:00.000Z,2025,
cmqqytg6a00mnstjksmcr9vi0,import-kim-farmer,Kim Farmer,Microsoft ELA,2/10:  CO received comments from OGCE concerning Limited Source Justification (LSJ) for named source.,2,10,2025-02-11T22:00:00.000Z,2025,
cmqqxvy770079kj72x5i17j3g,import-jake-beja,Jake Beja,Mobile - EMDC - T-Mobile,03/27:,3,27,2025-04-08T21:00:00.000Z,2025,
cmqqxvy730077kj724j5rxg46,import-jake-beja,Jake Beja,Mobile - EMDC - T-Mobile,04/08:,4,8,2025-04-08T21:00:00.000Z,2025,
cmqqxvy6s0073kj72ecpxicop,import-jake-beja,Jake Beja,Mobile - EMDC - T-Mobile,05/04:,5,4,2025-05-06T21:00:00.000Z,2025,
cmqqxvy6e006zkj72cbv0xmvc,import-jake-beja,Jake Beja,Mobile - EMDC - T-Mobile,05/20:,5,20,2025-05-20T21:00:00.000Z,2025,
cmqqxvy5m006nkj72tr7oz6g1,import-jake-beja,Jake Beja,Mobile - EMDC - T-Mobile,06/03:,6,3,2025-06-03T21:00:00.000Z,2025,
cmqqytfra00knstjkt32ld2jh,cmpx2emsj0001788vfgr7eaal,Sergey Minchenkov,Oracle 2026,01/10 OITO/EOD expected to provide updated CSI list by COB 01/10.,1,10,2025-01-14T22:00:00.000Z,2025,
cmqqytfrm00kpstjkssyaku9z,cmpx2emsj0001788vfgr7eaal,Sergey Minchenkov,Oracle 2026,"01/17 EOD (Tim Richards/Alan M) now expect to have CSI list complete no earlier than 1/24; the team they are waiting on for additional information has requested an extension until 1/24.  Alan also indicated there is a new requirement for a small purchase for new licenses with the renewal.  At this point, EOD estimates the renewal cost be about $4.1M, assuming an 8% mark-up of the costs from last year.",1,17,2025-01-28T22:00:00.000Z,2025,
cmqqytfiu00jqstjk34749n9f,cmpx2emsj0001788vfgr7eaal,Sergey Minchenkov,Oracle 2026,"01/27: No new updates on this contract. See ""2025 ORACLE"" for the follow-on contract for calendar year 2025.",1,27,2025-01-28T22:00:00.000Z,2025,
cmqqytfrz00krstjkgj9h5yzr,cmpx2emsj0001788vfgr7eaal,Sergey Minchenkov,Oracle 2026,"01/28: Initial Oracle Procurement Package has been submitted - APP-OMS-25-00013 and $0 Planning PR PR-OMS-25-00395 have both been routed for review with IGCE at $4,720,028.80. SRO approval received. CS should finish his review sometime this week, and CO will begin his review after that.",1,28,2025-01-28T22:00:00.000Z,2025,
cmqqytfzi00lvstjkj348j5ed,cmpx2emsj0001788vfgr7eaal,Sergey Minchenkov,Oracle 2026,02/10: No new updates. Garrett took the lead on developing the APP for the contract's renewal in April 2026; Sergey serves as his backup.,2,10,2025-02-11T22:00:00.000Z,2025,
cmqqytfsf00ktstjk4abk7t5o,cmpx2emsj0001788vfgr7eaal,Sergey Minchenkov,Oracle 2026,"02/11: FITARA approved 02/04, and PR PR-OMS-25-00395 amended to include FITARA approval. Updated CSI list received from SME, and COR is working with SME to finalize new IGCE. CS/CO review still ongoing with goal to produce a milestone chart in the next two weeks. Funding should be available to submit funded PR shortly.",2,11,2025-02-11T22:00:00.000Z,2025,
cmqqytfsr00kvstjkrgd2y59c,cmpx2emsj0001788vfgr7eaal,Sergey Minchenkov,Oracle 2026,"02/25: Updated CSI list/IGCE provided to CO with guidance on understanding CSI List/IGCE provided by SME. CO review of APP and $0PR still ongoing. CS has submitted 1900-37 Small Business Review Form to OSDBU for review. ITAD is advising a total small business set aside, and approval is expected quickly. CS has advised that funded PR should be submitted within the next week, and COR has begun the process to submit funded PR.",2,25,2025-02-25T22:00:00.000Z,2025,
cmqqytft500kxstjk3rvw7t7c,cmpx2emsj0001788vfgr7eaal,Sergey Minchenkov,Oracle 2026,"03/11: RFQ set to close at 09:00am on 03/17. Once quote is received, funding and LOAs can be added to PR-OMS-25-00596. EO Compliance Review form received and attached to PR. Awaiting SRO approval and quote to proceed with PR.",3,11,2025-03-11T21:00:00.000Z,2025,
cmqqytftk00kzstjk93gii1e9,cmpx2emsj0001788vfgr7eaal,Sergey Minchenkov,Oracle 2026,"03/25: RFQ closed 03/23. PR-OMS-25-00596 has been routed for approval. SRO pre-approval is received and signed EO Compliance Review form is attached. PR will route up through SRO for official approval. Quote sent to TPOC. License QTYs have been accepted, and agency is going back to vendor/Oracle to clarify terminations.",3,25,2025-03-25T21:00:00.000Z,2025,
cmqqytfua00l3stjk9yetm3wq,cmpx2emsj0001788vfgr7eaal,Sergey Minchenkov,Oracle 2026,"04/22: EPA FY25 Consolidated Oracle Procurement awarded 03/31. COR confirmed with TPOC that no additional FY25 license procurement should be required. Unless there is another FY25 procurement action, there should not be another update until we begin working on the FY26 procurement in September.",4,22,2025-04-22T21:00:00.000Z,2025,
cmqqytfuo00l5stjka9xe2cxb,cmpx2emsj0001788vfgr7eaal,Sergey Minchenkov,Oracle 2026,"05/06: COR confirmed with TPOC that no additional FY25 license procurement should be required. Unless there is another FY25 procurement action, there should not be another update until we begin working on the FY26 procurement in September.",5,6,2025-05-06T21:00:00.000Z,2025,
cmqqytfv100l7stjkkq3sozfy,cmpx2emsj0001788vfgr7eaal,Sergey Minchenkov,Oracle 2026,05/29: CPARS for the previous versions of the Oracle contract were assigned to Sergey and completed in CPARS.gov.,5,29,2025-06-03T21:00:00.000Z,2025,
cmqqytfve00l9stjksuzshpf9,cmpx2emsj0001788vfgr7eaal,Sergey Minchenkov,Oracle 2026,06/17: No updates.,6,17,2025-06-17T21:00:00.000Z,2025,
cmqqytfvr00lbstjks796wvpp,cmpx2emsj0001788vfgr7eaal,Sergey Minchenkov,Oracle 2026,06/30: No updates.,6,30,2025-07-01T21:00:00.000Z,2025,
cmqqytfw300ldstjk2tjncuhj,cmpx2emsj0001788vfgr7eaal,Sergey Minchenkov,Oracle 2026,07/14: Paid the submitted vendor invoices for the last quarter.,7,14,2025-07-15T21:00:00.000Z,2025,
cmqqytfwh00lfstjkc517nwqu,cmpx2emsj0001788vfgr7eaal,Sergey Minchenkov,Oracle 2026,07/31: No updates.,7,31,2025-08-12T21:00:00.000Z,2025,
cmqqytfwu00lhstjkvxlioo9r,cmpx2emsj0001788vfgr7eaal,Sergey Minchenkov,Oracle 2026,08/12: No updates.,8,12,2025-08-12T21:00:00.000Z,2025,
cmqqytfx700ljstjkknzd5szr,cmpx2emsj0001788vfgr7eaal,Sergey Minchenkov,Oracle 2026,08/27: No updates.,8,27,2025-09-09T21:00:00.000Z,2025,
cmqqytfxk00llstjkdrqszue2,cmpx2emsj0001788vfgr7eaal,Sergey Minchenkov,Oracle 2026,09/10: No updates.,9,10,2025-09-23T21:00:00.000Z,2025,
cmqqytfxx00lnstjko6o3x76p,cmpx2emsj0001788vfgr7eaal,Sergey Minchenkov,Oracle 2026,09/22: No updates.,9,22,2025-09-23T21:00:00.000Z,2025,
cmqqytfyb00lpstjk443srlyr,cmpx2emsj0001788vfgr7eaal,Sergey Minchenkov,Oracle 2026,10/07: Garrett and Sergey began developing the APP for the contract's renewal in April 2026.,10,7,2025-10-07T21:00:00.000Z,2025,
cmqqytfyp00lrstjkznxyyx3w,cmpx2emsj0001788vfgr7eaal,Sergey Minchenkov,Oracle 2026,10/21: Garrett took the lead on developing the APP for the contract's renewal in April 2026; Sergey serves as his backup.,10,21,2025-10-21T21:00:00.000Z,2025,
cmqqytfgy00jgstjkia2l3w8u,cmpx2emsj0001788vfgr7eaal,Sergey Minchenkov,Oracle 2026,10/22 Meeting with Oracle schedule 10/24,10,22,2025-11-04T22:00:00.000Z,2025,
cmqqytfgk00jestjk4xm57l88,cmpx2emsj0001788vfgr7eaal,Sergey Minchenkov,Oracle 2026,"10/8:   ORACLE is scheduling a meeting soon with Technical Customer to discuss OLAP, and confirm the need.  ORACLE wants to ensure the customer is making correct decision on purchasing CSI licenses (price range 50K to 60K).",10,8,2025-10-21T21:00:00.000Z,2025,
cmqqytfz300ltstjknae5qww5,cmpx2emsj0001788vfgr7eaal,Sergey Minchenkov,Oracle 2026,11/03: Garrett took the lead on developing the APP for the contract's renewal in April 2026; Sergey serves as his backup.,11,3,2025-11-04T22:00:00.000Z,2025,
cmqqytfhd00jistjk5dbnkrsr,cmpx2emsj0001788vfgr7eaal,Sergey Minchenkov,Oracle 2026,11/1 Conducted Meeting and there is no need to add extra CSI,11,1,2025-11-04T22:00:00.000Z,2025,
cmqqytfhr00jkstjku05omqqt,cmpx2emsj0001788vfgr7eaal,Sergey Minchenkov,Oracle 2026,11/15 Waiting on the updated CSI list to start the APP for FY25 renewal,11,15,2025-11-18T22:00:00.000Z,2025,
cmqqytfq500khstjk5ewdwk9m,cmpx2emsj0001788vfgr7eaal,Sergey Minchenkov,Oracle 2026,11/15 Waiting on the updated CSI list to start the APP for FY25 renewal.,11,15,2025-11-18T22:00:00.000Z,2025,
cmqqytfi300jmstjkt2pmgdxu,cmpx2emsj0001788vfgr7eaal,Sergey Minchenkov,Oracle 2026,"12/20 (Michelle Cuilla) awaiting updated CSI list from Tim Richards. Once CSI list is received, will be able to proceed with APPs and PRs",12,20,2025-12-30T22:00:00.000Z,2025,
cmqqytfqj00kjstjklf7c6f27,cmpx2emsj0001788vfgr7eaal,Sergey Minchenkov,Oracle 2026,"12/20 awaiting updated CSI list from Tim Richards. Once CSI list is received, will be able to proceed with APPs and PRs.",12,20,2025-12-30T22:00:00.000Z,2025,
cmqqytfqx00klstjkmgv3cf1k,cmpx2emsj0001788vfgr7eaal,Sergey Minchenkov,Oracle 2026,12/31  Sergey took over as the COR from Michelle.,12,31,2026-01-13T22:00:00.000Z,2025,
cmqqytfih00jostjksyc5tttn,cmpx2emsj0001788vfgr7eaal,Sergey Minchenkov,Oracle 2026,12/31: Sergey took over as COR from Michelle,12,31,2026-01-13T22:00:00.000Z,2025,
cmqqytfty00l1stjko8egy92t,cmpx2emsj0001788vfgr7eaal,Sergey Minchenkov,Oracle 2026,4/08: EPA FY25 Consolidated Oracle Procurement awarded 03/31. COR confirmed with TPOC that no additional FY25 license procurement should be required.,4,8,2025-04-08T21:00:00.000Z,2025,
cmqqytfdh00iystjkme15vo41,cmpx2emsj0001788vfgr7eaal,Sergey Minchenkov,Oracle 2026,"7/19: Needed to answer questions from GSA to Award und NASA SEWP; Will be awarded on Friday, July 19, 2024",7,19,2025-07-29T21:00:00.000Z,2025,
cmqqytfd300iwstjkomujuuql,cmpx2emsj0001788vfgr7eaal,Sergey Minchenkov,Oracle 2026,7/3: Pending Second Part(new CSI) award,7,3,2025-07-15T21:00:00.000Z,2025,
cmqqytfdu00j0stjkoh4j6psa,cmpx2emsj0001788vfgr7eaal,Sergey Minchenkov,Oracle 2026,7/30: Clarity regarding new licenses (Oracle New CSI) obtained after further conversation with Oracle.  Expected award date is Friday 8/9.,7,30,2025-08-12T21:00:00.000Z,2025,
cmqqytfem00j4stjk7jhd6r0v,cmpx2emsj0001788vfgr7eaal,Sergey Minchenkov,Oracle 2026,8/16 Oracle Part 2 New CSIs pending award just waiting on vendor to respond,8,16,2025-08-26T21:00:00.000Z,2025,
cmqqytfey00j6stjkcexaftpz,cmpx2emsj0001788vfgr7eaal,Sergey Minchenkov,Oracle 2026,8/23 (Part 2)  Quote came back for $750K; need to amend the PR to add additional $45K,8,23,2025-08-26T21:00:00.000Z,2025,
cmqqytffd00j8stjkp2ex4gm2,cmpx2emsj0001788vfgr7eaal,Sergey Minchenkov,Oracle 2026,8/30 (Part 2) Oracle Awarded,8,30,2025-09-09T21:00:00.000Z,2025,
cmqqytfe800j2stjk0taryvag,cmpx2emsj0001788vfgr7eaal,Sergey Minchenkov,Oracle 2026,8/9: EPAs Oracle team met with Oracle and now have clarity to complete the Order.  (est. Completion date is 8/16),8,9,2025-08-12T21:00:00.000Z,2025,
cmqqytfg300jcstjkdodd2rpj,cmpx2emsj0001788vfgr7eaal,Sergey Minchenkov,Oracle 2026,9/20 N/A,9,20,2025-09-23T21:00:00.000Z,2025,
cmqqytffq00jastjkkliorfoc,cmpx2emsj0001788vfgr7eaal,Sergey Minchenkov,Oracle 2026,9/6 N/A,9,6,2025-09-09T21:00:00.000Z,2025,
cmqqytcy2005jstjk9bon03f6,import-adam-vanenwyck,Adam VanEnwyck,Qualtrics (via Carahsoft) BPA,01/05:,1,5,2025-01-14T22:00:00.000Z,2025,
cmqqytd870071stjkcb6dutov,import-adam-vanenwyck,Adam VanEnwyck,Qualtrics (via Carahsoft) BPA,03/27:  Limited Source Justification was approved by Office of General Counsel (brand name approved).,3,27,2025-04-08T21:00:00.000Z,2025,
cmqqytd4o006fstjk0642z6ho,import-adam-vanenwyck,Adam VanEnwyck,Qualtrics (via Carahsoft) BPA,03/30:,3,30,2025-04-08T21:00:00.000Z,2025,
cmqqytd49006dstjk22plvqjs,import-adam-vanenwyck,Adam VanEnwyck,Qualtrics (via Carahsoft) BPA,04/22:,4,22,2025-04-22T21:00:00.000Z,2025,
cmqqytd67006pstjk60rah7xp,import-adam-vanenwyck,Adam VanEnwyck,Qualtrics (via Carahsoft) BPA,1/21: Approved compliance memo received.,1,21,2025-01-28T22:00:00.000Z,2025,
cmqqytd6j006rstjkcbxjwka9,import-adam-vanenwyck,Adam VanEnwyck,Qualtrics (via Carahsoft) BPA,"1/28:  The PR is currently with CO, who is reviewing the APP (submitted in Sept. 2025) and Statement of Work (SOW).  The CO is new and asking the COR questions to",1,28,2025-01-28T22:00:00.000Z,2025,
cmqqytd5w006nstjku7ohvskd,import-adam-vanenwyck,Adam VanEnwyck,Qualtrics (via Carahsoft) BPA,"1/5:  Due to EAS routing issues, COR resubmitted (PR-OFA-26-00141) and routed to Contracting Team.  The PR is for a recompete, with an anticipated award by March 2026.",1,5,2025-01-14T22:00:00.000Z,2025,
cmqqytcx5005dstjkxs15yjaw,import-adam-vanenwyck,Adam VanEnwyck,Qualtrics (via Carahsoft) BPA,10/06:,10,6,2025-10-07T21:00:00.000Z,2025,
cmqqytcxg005fstjkvawwiyul,import-adam-vanenwyck,Adam VanEnwyck,Qualtrics (via Carahsoft) BPA,10/21:,10,21,2025-10-21T21:00:00.000Z,2025,
cmqqytcxs005hstjkkolb81rd,import-adam-vanenwyck,Adam VanEnwyck,Qualtrics (via Carahsoft) BPA,11/03:,11,3,2025-11-04T22:00:00.000Z,2025,
cmqqytd5b006jstjka3seoqyf,import-adam-vanenwyck,Adam VanEnwyck,Qualtrics (via Carahsoft) BPA,11/3 Meeting with ITAD to map the recompete.,11,3,2025-11-04T22:00:00.000Z,2025,
cmqqytd5m006lstjk02dyyc7q,import-adam-vanenwyck,Adam VanEnwyck,Qualtrics (via Carahsoft) BPA,12/15 COR submitted PR (PR-OFA-26-00141) but was delayed to routing issues.,12,15,2025-12-16T22:00:00.000Z,2025,
cmqqytd6v006tstjk72ll0du5,import-adam-vanenwyck,Adam VanEnwyck,Qualtrics (via Carahsoft) BPA,2/10:  CO received comments from OGCE concerning Limited Source Justification (LSJ) for named source.,2,10,2025-02-11T22:00:00.000Z,2025,
cmqqytd76006vstjks8hcqrbp,import-adam-vanenwyck,Adam VanEnwyck,Qualtrics (via Carahsoft) BPA,2/12:  Additional language supporting LSJ submitted to CO.,2,12,2025-02-25T22:00:00.000Z,2025,
cmqqytd7h006xstjkx82x456m,import-adam-vanenwyck,Adam VanEnwyck,Qualtrics (via Carahsoft) BPA,2/13: CO submitted updated LSJ to OGC for review and approval.,2,13,2025-02-25T22:00:00.000Z,2025,
cmqqytd7s006zstjkbkr3gmgl,import-adam-vanenwyck,Adam VanEnwyck,Qualtrics (via Carahsoft) BPA,2/27:  The Office of General Counsel (OGC) rejected Microsoft name approval.  Currently elevated to Tiffany by Will for assistance.,2,27,2025-03-11T21:00:00.000Z,2025,
cmqqytd4z006hstjk4tvk5q21,import-adam-vanenwyck,Adam VanEnwyck,Qualtrics (via Carahsoft) BPA,3/27:  Brand Name Justification approved by the Office of General Counsel.,3,27,2025-04-08T21:00:00.000Z,2025,
cmqqytd3t006bstjkjzu0xgq2,import-adam-vanenwyck,Adam VanEnwyck,Qualtrics (via Carahsoft) BPA,4/30:,4,30,2025-05-06T21:00:00.000Z,2025,
cmqqytd3d0069stjkk86bycru,import-adam-vanenwyck,Adam VanEnwyck,Qualtrics (via Carahsoft) BPA,5/15,5,15,2025-05-20T21:00:00.000Z,2025,
cmqqytd2x0067stjklitxh4cb,import-adam-vanenwyck,Adam VanEnwyck,Qualtrics (via Carahsoft) BPA,6/16,6,16,2025-06-17T21:00:00.000Z,2025,
cmqqytgpb00qbstjkcp0qbv2y,import-kim-farmer,Kim Farmer,Records Management – DC,"1/15:  COR and CO finalized evaluation criteria after several exchanges.  COR and CMB Chief currently reviewing CO's comments for SOW, and COR will respond to CO Tuesday, 1/21.",1,15,2025-01-28T22:00:00.000Z,2025,
cmqqytgpm00qdstjksqaqq90u,import-kim-farmer,Kim Farmer,Records Management – DC,1/28:  No updates.,1,28,2025-01-28T22:00:00.000Z,2025,
cmqqytgos00q7stjkoqyttpaz,import-kim-farmer,Kim Farmer,Records Management – DC,"3/11:  The Task order will not have option year 2 exercised.  A new task order is set to be issued by May 1, 2025 will include both Headquarters and RTP.",3,11,2025-03-11T21:00:00.000Z,2025,
cmqqytgpv00qfstjk1jzpbhq4,import-kim-farmer,Kim Farmer,Records Management – DC,"3/11:  The Task order will not have option year 2 exercised.  A new task order is set to be issued by May 1, 2025 will include both Headquarters and RTP.",3,11,2025-03-11T21:00:00.000Z,2025,
cmqqxvyad008ekj72ln4rznd7,import-jake-beja,Jake Beja,T-Mobile (Legacy Contract) (no call order @ this time),01/29:,1,29,2025-02-11T22:00:00.000Z,2025,
cmqqxvya8008ckj72h3mxtnbh,import-jake-beja,Jake Beja,T-Mobile (Legacy Contract) (no call order @ this time),02/10:,2,10,2025-02-11T22:00:00.000Z,2025,
cmqqxvya3008akj720qn9iigc,import-jake-beja,Jake Beja,T-Mobile (Legacy Contract) (no call order @ this time),02/27:,2,27,2025-03-11T21:00:00.000Z,2025,
cmqqxvy9y0088kj723y9nf3qx,import-jake-beja,Jake Beja,T-Mobile (Legacy Contract) (no call order @ this time),03/31:,3,31,2025-04-08T21:00:00.000Z,2025,
cmqqxvy9r0086kj72e6748c3b,import-jake-beja,Jake Beja,T-Mobile (Legacy Contract) (no call order @ this time),04/08:,4,8,2025-04-08T21:00:00.000Z,2025,
cmqqxvy98007ykj72z6pvdihx,import-jake-beja,Jake Beja,T-Mobile (Legacy Contract) (no call order @ this time),04/23:,4,23,2025-05-06T21:00:00.000Z,2025,
cmqqxvy8x007ukj72mauq12sb,import-jake-beja,Jake Beja,T-Mobile (Legacy Contract) (no call order @ this time),05/04:,5,4,2025-05-06T21:00:00.000Z,2025,
cmqqxvy8q007skj72u7fp7du6,import-jake-beja,Jake Beja,T-Mobile (Legacy Contract) (no call order @ this time),05/20:,5,20,2025-05-20T21:00:00.000Z,2025,
cmqqxvy8g007okj72ezcnhnxm,import-jake-beja,Jake Beja,T-Mobile (Legacy Contract) (no call order @ this time),06/03:,6,3,2025-06-03T21:00:00.000Z,2025,
cmqqxvy7n007ckj72rqycb6ks,import-jake-beja,Jake Beja,T-Mobile (Legacy Contract) (no call order @ this time),06/10:,6,10,2025-06-17T21:00:00.000Z,2025,
cmqqxvyb5008okj728n2owdbe,import-jake-beja,Jake Beja,T-Mobile (Legacy Contract) (no call order @ this time),10/07:,10,7,2025-10-07T21:00:00.000Z,2025,
cmqqxvyaz008mkj723ufb3uvz,import-jake-beja,Jake Beja,T-Mobile (Legacy Contract) (no call order @ this time),10/21:,10,21,2025-10-21T21:00:00.000Z,2025,
cmqqxvyat008kkj72ly8gx2cv,import-jake-beja,Jake Beja,T-Mobile (Legacy Contract) (no call order @ this time),11/03:,11,3,2025-11-04T22:00:00.000Z,2025,
cmqqxvyan008ikj72cwuwycxm,import-jake-beja,Jake Beja,T-Mobile (Legacy Contract) (no call order @ this time),11/18:,11,18,2025-11-18T22:00:00.000Z,2025,
cmqqxvyai008gkj72a1b7jmu3,import-jake-beja,Jake Beja,T-Mobile (Legacy Contract) (no call order @ this time),12/29:,12,29,2025-12-30T22:00:00.000Z,2025,
cmqqxvy40006akj72lmbvvbxv,import-jake-beja,Jake Beja,Verizon (via EMDC) (call order),01/29:,1,29,2025-02-11T22:00:00.000Z,2025,
cmqqxvy3t0068kj72gj6786kg,import-jake-beja,Jake Beja,Verizon (via EMDC) (call order),02/10:,2,10,2025-02-11T22:00:00.000Z,2025,
cmqqxvy3n0066kj72uj6k8xbl,import-jake-beja,Jake Beja,Verizon (via EMDC) (call order),02/27:,2,27,2025-03-11T21:00:00.000Z,2025,
cmqqxvy3g0064kj72ctxfm6vy,import-jake-beja,Jake Beja,Verizon (via EMDC) (call order),03/27:,3,27,2025-04-08T21:00:00.000Z,2025,
cmqqxvy3a0062kj72vln656ei,import-jake-beja,Jake Beja,Verizon (via EMDC) (call order),04/08:,4,8,2025-04-08T21:00:00.000Z,2025,
cmqqxvy2s005wkj72s8g4hqds,import-jake-beja,Jake Beja,Verizon (via EMDC) (call order),04/23:,4,23,2025-05-06T21:00:00.000Z,2025,
cmqqxvy2i005skj72wolwo0at,import-jake-beja,Jake Beja,Verizon (via EMDC) (call order),05/04:,5,4,2025-05-06T21:00:00.000Z,2025,
cmqqxvy2b005qkj72a83xda30,import-jake-beja,Jake Beja,Verizon (via EMDC) (call order),05/20:,5,20,2025-05-20T21:00:00.000Z,2025,
cmqqxvy21005mkj72zayua0lw,import-jake-beja,Jake Beja,Verizon (via EMDC) (call order),06/03:,6,3,2025-06-03T21:00:00.000Z,2025,
cmqqxvy1a005akj72pafn6u9x,import-jake-beja,Jake Beja,Verizon (via EMDC) (call order),06/09:,6,9,2025-06-17T21:00:00.000Z,2025,
cmqqxvy4x006kkj72gbpmfptw,import-jake-beja,Jake Beja,Verizon (via EMDC) (call order),10/07:,10,7,2025-10-07T21:00:00.000Z,2025,
cmqqxvy4r006ikj72c76cl2hj,import-jake-beja,Jake Beja,Verizon (via EMDC) (call order),10/21:,10,21,2025-10-21T21:00:00.000Z,2025,
cmqqxvy4l006gkj72w8koifps,import-jake-beja,Jake Beja,Verizon (via EMDC) (call order),11/03:,11,3,2025-11-04T22:00:00.000Z,2025,
cmqqxvy4e006ekj72w6umsw0p,import-jake-beja,Jake Beja,Verizon (via EMDC) (call order),11/18:,11,18,2025-11-18T22:00:00.000Z,2025,
cmqqxvy47006ckj72ec1tupo1,import-jake-beja,Jake Beja,Verizon (via EMDC) (call order),12/29:,12,29,2025-12-30T22:00:00.000Z,2025,